gene_name	regulator	sign	mechanism
ybbA	glcR	0	silico-TF+unk
yhcE	sigG	1	sigma factor
yhcE	comK	1	TF
yhcE	gabR	0	TF+M
yqcK	sigF	1	sigma factor
yqcK	sigA	1	sigma factor
yqcK	arsR	-1	TF+M
pckA	sigA	1	sigma factor
pckA	ccpN	-1	TF+unk
yisB	comK	1	TF
yozQ	sigG	1	sigma factor
yozQ	spoVT	-1	TF
rpsJ	stringent response	-1	unk
hemN	sigA	1	sigma factor
hemN	arfM	1	TF
braB	codY	0	TF+M
ganP	lacR	-1	TF+M
ganP	ccpA	0	TF+PP+M
htrC	sigG	1	sigma factor
levD	sigL	1	sigma factor
levD	levR	1	TF+PTS
levD	ccpA	-1	TF+PP+M
yciC	sigA	1	sigma factor
yciC	zur	-1	TF+M
opuCA	codY	0	TF+M
opuCA	yvbF/YvaV	0	silico-TF+unk
yisJ	sigK	1	sigma factor
ydaS	sigB	1	sigma factor
mmsA	sigA	1	sigma factor
mmsA	iolR	-1	TF+M
mmsA	ccpA	-1	TF+PP+M
gmuC	sigA	1	sigma factor
gmuC	gmuR	-1	TF+M
gmuC	ccpA	-1	TF+PP+M
gmuC	abrB	1	TF
yjdH	sigE	1	sigma factor
ywoF	abrB	-1	TF
ywoF	abh	-1	TF
ywoF	tnrA	0	TF+P+M
flgK	sigD	1	sigma factor
flgK	sigA	1	sigma factor
flgK	scoC	-1	TF
flgK	degU	1	TF+TC
flgK	comK	1	TF
dacB	sigE	1	sigma factor
dacB	spoIIID	-1	TF
yvbH	sigE	1	sigma factor
opuCD	codY	0	TF+M
opuCD	yvbF/YvaV	0	silico-TF+unk
htrA	sigA	1	sigma factor
htrA	cssR	1	TF+TC
htrA	htrA	-1	TF
araE	sigA	1	sigma factor
araE	ccpA	-1	TF+PP+M
araE	araR	-1	TF+M
folEA	sigA	1	sigma factor
yhcB	sigG	1	sigma factor
yhcB	comK	1	TF
rbsR	sigA	1	sigma factor
rbsR	ccpA	-1	TF+PP+M
rbsR	abrB	1	TF
rbsR	rbsR	0	silico-TF+M
yaaH	sigE	1	sigma factor
yaaH	sigB	1	sigma factor
yaaH	spoIIID	-1	TF
ylxY	sigE	1	sigma factor
ylxY	spoIIID	-1	TF
skfF	spo0A	1	TF+PP
skfF	phoP	1	TF+TC
skfF	abrB	-1	TF
ykfB	codY	-1	TF+M
ycsF	sigK	1	sigma factor
ycsF	tnrA	1	TF+P+M
ycsF	kipR	-1	TF+unk
trmF	comK	1	TF
yloB	sigE	1	sigma factor
yloB	spoIIID	-1	TF
mntB	mntR	-1	TF+M
comA	sigA	1	sigma factor
yxbB	codY	-1	TF+M
yxbB	abrB	-1	TF
comEA	sigA	1	sigma factor
comEA	comN	0	P-PTC
comEA	comK	1	TF
rpsD	sigA	1	sigma factor
rpsD	stringent response	-1	unk
ycgF	sigE	1	sigma factor
ycgF	spoIIID	-1	TF
yoaF	sigW	1	sigma factor
yxeE	sigK	1	sigma factor
yxeE	gerE	1	TF
dltA	sigX	1	sigma factor
dltA	sigM	1	sigma factor
dltA	sigD	1	sigma factor
dltA	yvrHb	1	TF+TC
dltA	stringent response	-1	unk
dltA	spo0A	-1	TF+PP
yusO	mdtR	-1	TF+M
htrB	cssR	1	TF+TC
amtB	sigA	1	sigma factor
amtB	tnrA	1	TF+P+M
fbp	sigA	1	sigma factor
azlD	azlB	-1	TF+unk
ugtP	sigM	1	sigma factor
yfkT	sigB	1	sigma factor
yufQ	codY	-1	TF+M
lcfA	fadR	-1	TF+M
lcfA	ccpA	-1	TF+PP+M
mcsB	sigF	1	sigma factor
mcsB	sigB	1	sigma factor
mcsB	sigA	1	sigma factor
mcsB	ctsR	-1	TF+unstability
ydbM	cymR	-1	TF+P+M
purN	sigA	1	sigma factor
purN	purR	-1	TF+M
purN	G-box-HXTX	1	riboswitch
purN	G-box-GUA	1	riboswitch
ytaB	sigB	1	sigma factor
yneA	lexA	-1	TF-proteolyse
yneA	comK	1	TF
rplGA	sigA	1	sigma factor
rplGA	stringent response	-1	unk
rsfA	sigG	1	sigma factor
rsfA	sigF	1	sigma factor
rsfA	rsfA	-1	P
spoIIE	sigA	1	sigma factor
spoIIE	spo0A	1	TF+PP
spoIIE	sinR	-1	TF
ymcB	fur	0	TF+M
yfkQ	sigG	1	sigma factor
ywtG	sigB	1	sigma factor
yjbA	sigF	1	sigma factor
yvrP	comK	1	TF
yvrP	abrB	-1	TF
pbuX	sigA	1	sigma factor
pbuX	purR	-1	TF+M
pbuX	G-box-HXTX	1	riboswitch
pbuX	G-box-GUA	1	riboswitch
nagP.1	nagR	-1	TF+M
yraG	sigG	1	sigma factor
yuaE	codY	0	TF+M
acdA	sigA	1	sigma factor
acdA	fadR	-1	TF+M
bcsA	sigG	1	sigma factor
cidA	ywbI	0	silico-TF+unk
kipR	sigK	1	sigma factor
kipR	tnrA	1	TF+P+M
kipR	kipR	-1	TF+unk
yxeQ	sigA	1	sigma factor
yxeQ	cymR	-1	TF+P+M
yxeQ	spx	-1	TF+S
yvaA	sigB	1	sigma factor
trnD.Leu2	sigA	1	sigma factor
rplX	stringent response	-1	unk
yjnA	codY	0	TF+M
yceC	sigX	1	sigma factor
yceC	sigW	1	sigma factor
yceC	sigM	1	sigma factor
yceC	sigB	1	sigma factor
yceC	sigA	1	sigma factor
carB	sigA	1	sigma factor
carB	ahrC	-1	TF+M
carB	abrB	1	TF
carB	tnrA	0	TF+P+M
gntZ	sigA	1	sigma factor
gntZ	sigK	1	sigma factor
gntZ	gntR	-1	TF+M
gntZ	ccpA	-1	TF+PP+M
gntZ	abrB	1	TF
gntZ	ccpB	-1	TF+unk
yodF	tnrA	-1	TF+P+M
yodF	codY	0	TF+M
fliE	sigD	1	sigma factor
fliE	sigA	1	sigma factor
fliE	spo0A	-1	TF+PP
fliE	codY	-1	TF+M
ywbF	abrB	-1	TF
citS	ccpA	0	TF+PP+M
ruvA	lexA	-1	TF-proteolyse
rpmI	sigA	1	sigma factor
rpmI	stringent response	-1	unk
rpmI	rplT	-1	RNA switch
scoB	sigE	1	sigma factor
scoB	ccpA	-1	TF+PP+M
scoB	spoIIID	-1	TF
argD	sigA	1	sigma factor
argD	ahrC	-1	TF+M
argD	abrB	1	TF
argD	tnrA	0	TF+P+M
dppD	sigA	1	sigma factor
dppD	codY	-1	TF+M
dppD	abrB	-1	TF
czcD	czrA	-1	TF+M
pnbA	abrB	-1	TF
fruR	fruR	-1	unk
fruR	spo0A	-1	TF+PP
fruR	ccpA	-1	TF+PP+M
ykuK	sigA	1	sigma factor
ykuK	spo0A	1	TF+PP
ykuK	ccpC	-1	 TF+M+DNA
ykuK	ccpA	-1	TF+PP+M
yfmE	fur	-1	TF+M
atpI	stringent response	-1	unk
rplT	sigA	1	sigma factor
rplT	stringent response	-1	unk
rplT	rplT	-1	RNA switch
ywdA	sigA	1	sigma factor
ywdA	sacT	1	P-AT+PTS
ywdA	ccpA	-1	TF+PP+M
ywdA	sacY	1	P-AT+PTS
rpsG	stringent response	-1	unk
folC	sigA	1	sigma factor
folC	T-box-VAL	1	RNA switch
sspA	sigG	1	sigma factor
sspA	spoVT	1	TF
yoyD	tnrA	0	TF+P+M
yoyD	codY	0	TF+M
recO	tnrA	0	TF+P+M
sdhC	sigA	1	sigma factor
sdhC	fsrA	-1	small regulatory RNA
sdhC	ccpA	-1	TF+PP+M
ytnJ	sigA	1	sigma factor
ytnJ	ytlI	1	TF+M
ytnJ	cymR	-1	TF+P+M
ytnJ	spx	-1	TF+S
ypzK	sigK	1	sigma factor
ypzK	sigA	1	sigma factor
ypzK	FMN-box	-1	riboswitch
yfiZ	fur	-1	TF+M
ybyB	sigB	1	sigma factor
srfAA	sigA	1	sigma factor
srfAA	spx	-1	TF+S
srfAA	perR	1	TF+S
srfAA	comA	1	TF+TC
srfAA	codY	-1	TF+M
srfAA	abh	-1	TF
dtpT	sigE	1	sigma factor
dtpT	scoC	-1	TF
dtpT	tnrA	0	TF+P+M
flgD	sigD	1	sigma factor
flgD	sigA	1	sigma factor
flgD	spo0A	-1	TF+PP
flgD	codY	-1	TF+M
xkdH	xpf	1	sigma factor
deoC	sigA	1	sigma factor
deoC	sigK	1	sigma factor
deoC	deoR	-1	TF+M
deoC	ccpA	-1	TF+PP+M
spbC	spo0A	1	TF+PP
spbC	rok	-1	TF
spbC	abrB	-1	TF
yuzF	sigK	1	sigma factor
csbB	sigX	1	sigma factor
csbB	sigB	1	sigma factor
frlN	frlR	-1	TF+M
frlN	codY	-1	TF+M
cotE	sigK	1	sigma factor
cotE	sigE	1	sigma factor
cotE	gerE	-1	TF
kdgA	sigA	1	sigma factor
kdgA	kdgR	-1	TF+M
kdgA	ccpA	-1	TF+PP+M
rex.1	stringent response	-1	unk
rex.1	rex	-1	TF+M
yjdG	sigE	1	sigma factor
yjdG	abrB	-1	TF
flgL	sigD	1	sigma factor
flgL	sigA	1	sigma factor
flgL	scoC	-1	TF
flgL	degU	1	TF+TC
flgL	comK	1	TF
serS	T-box-SER	1	RNA switch
argB	sigA	1	sigma factor
argB	ahrC	-1	TF+M
argB	abrB	1	TF
argB	tnrA	0	TF+P+M
mcpC	sigD	1	sigma factor
mcpC	codY	0	TF+M
yvgO	sigB	1	sigma factor
yvgO	sigK	1	sigma factor
yvgO	abrB	-1	TF
ydgG	lexA	-1	TF-proteolyse
argS	T-box-ARG	1	RNA switch
licC	sigA	1	sigma factor
licC	licR	1	TF+PTS
licC	ccpA	-1	TF+PP+M
licC	rbsR	0	silico-TF+M
sboX	sigA	1	sigma factor
sboX	rok	-1	TF
sboX	resD	1	TF+TC
sboX	abrB	-1	TF
opuCB	codY	0	TF+M
opuCB	yvbF/YvaV	0	silico-TF+unk
dnaN	sigG	1	sigma factor
dnaN	sigA	1	sigma factor
dnaN	spo0A	-1	TF+PP
dnaN	dnaA	-1	TF
prkA	sigE	1	sigma factor
ctaB	sigA	1	sigma factor
ctaB	resD	1	TF+TC
rsbS	sigB	1	sigma factor
rsbS	sigA	1	sigma factor
truA	stringent response	-1	unk
fhuD	fur	-1	TF+M
lctP	sigA	1	sigma factor
lctP	rex	-1	TF+M
lctP	resD	1	TF+TC
lctP	arfM	1	TF
lctP	alsR	1	TF+M
lctP	fnr	0	TF+M
licH	sigA	1	sigma factor
licH	licR	1	TF+PTS
licH	ccpA	-1	TF+PP+M
licH	rbsR	0	silico-TF+M
obg	sigA	1	sigma factor
ctpB	sigG	1	sigma factor
ctpB	sigE	1	sigma factor
ctpB	spoVT	-1	TF
ylbB	sigF	1	sigma factor
ylbB	ccpA	0	TF+PP+M
rsbX	sigB	1	sigma factor
rsbX	sigA	1	sigma factor
rsbX	ccpA	-1	TF+PP+M
dppE	sigA	1	sigma factor
dppE	codY	-1	TF+M
dppE	abrB	-1	TF
ywoD	ytrA	-1	TF-M
tnrA	sigA	1	sigma factor
tnrA	tnrA	1	TF+P+M
tnrA	glnR	-1	TF+P+M
ytpA	sigM	1	sigma factor
dtd	sigB	1	sigma factor
tagD	sigA	1	sigma factor
tagD	walR	1	TF+TC
tagD	phoP	-1	TF+TC
dltC	sigX	1	sigma factor
dltC	sigM	1	sigma factor
dltC	sigD	1	sigma factor
dltC	yvrHb	1	TF+TC
dltC	stringent response	-1	unk
dltC	spo0A	-1	TF+PP
yceE	sigX	1	sigma factor
yceE	sigW	1	sigma factor
yceE	sigM	1	sigma factor
yceE	sigB	1	sigma factor
yceE	sigA	1	sigma factor
pabC	sigA	1	sigma factor
pabC	TRAP	-1	RNA-BAP
bsdD	bsdA	1	TF+M
ohrA	sigA	1	sigma factor
ohrA	ohrR	-1	TF+S
clpC	sigF	1	sigma factor
clpC	sigB	1	sigma factor
clpC	sigA	1	sigma factor
clpC	ctsR	-1	TF+unstability
pgdS	sigD	1	sigma factor
pgdS	tnrA	0	TF+P+M
spo0M	sigW	1	sigma factor
spo0M	sigH	1	sigma factor
pgsB	degU	1	TF+TC
pgsB	tnrA	0	TF+P+M
motA	sigD	1	sigma factor
ymdA	sigK	1	sigma factor
atpF	stringent response	-1	unk
tuaC	sigA	1	sigma factor
tuaC	phoP	1	TF+TC
xkdC	xre	-1	TF
rpmD	stringent response	-1	unk
ytcP	ccpA	0	TF+PP+M
ytcP	rmgR	0	silico-TF+M
thiO	Thi-box	-1	riboswitch
thiO	tenI	-1	unk
gltC	sigA	1	sigma factor
gltC	gltC	-1	TF+M
gltC	gltC0	-1	TF+M
gltC	tnrA	0	TF+P+M
spoIVFB	sigE	1	sigma factor
spoIVFB	spoIIID	-1	TF
tagE	sigA	1	sigma factor
tagE	walR	1	TF+TC
tagE	phoP	-1	TF+TC
pbpH	abrB	-1	TF
yvqJ	abrB	-1	TF
salA	salA	-1	P
salA	ccpA	0	TF+PP+M
ylaJ	sigG	1	sigma factor
hemX	sigA	1	sigma factor
hemX	perR	-1	TF+S
cypC	sigB	1	sigma factor
phrK	sigH	1	sigma factor
phrK	abrB	-1	TF
ytpQ	spx	1	TF+S
natB.1	abrB	-1	TF
cheW	sigD	1	sigma factor
cheW	sigA	1	sigma factor
cheW	spo0A	-1	TF+PP
cheW	codY	-1	TF+M
nusA	sigA	1	sigma factor
nusA	stringent response	-1	unk
bmrU	sigB	1	sigma factor
bmrU	sigA	1	sigma factor
bmrU	mta	1	TF+M
bmrU	bmrR	1	TF+M
aslA	codY	-1	TF+M
aslA	abrB	-1	TF
pdaA	sigG	1	sigma factor
hisB	hisR	0	silico-TF+M
yusD	spo0A	1	TF+PP
yjdB	phoP	1	TF+TC
yjdB	abrB	-1	TF
comZ	sigA	1	sigma factor
comZ	spo0A	-1	TF+PP
kdgR	sigA	1	sigma factor
kdgR	kdgR	-1	TF+M
kdgR	ccpA	-1	TF+PP+M
ywnH	sigE	1	sigma factor
yfhK	sigW	1	sigma factor
yfhK	sigB	1	sigma factor
yfmG	abrB	-1	TF
comGG	sigA	1	sigma factor
comGG	comK	1	TF
comGG	comZ	-1	TF
yybK	rok	-1	TF
yybK	spo0A	1	TF+PP
codV	sigA	1	sigma factor
codV	codY	-1	TF+M
ykzF	sigA	1	sigma factor
ykzF	spo0A	1	TF+PP
ykzF	ccpA	-1	TF+PP+M
ykzF	ccpC	-1	 TF+M+DNA
xynD	abrB	-1	TF
kdgK	sigA	1	sigma factor
kdgK	kdgR	-1	TF+M
kdgK	ccpA	-1	TF+PP+M
yrkQ	yrkP	1	TF+TC
yrkD	sigK	1	sigma factor
yrkD	yrkD	0	silico-TF+unk
spsI	sigK	1	sigma factor
spsI	sigE	1	sigma factor
ubiX	bsdA	1	TF+M
spoIIIAF	sigE	1	sigma factor
spoIIIAF	gerR	-1	TF
spoIIIAF	spoIIID	-1	TF
spoIIIAF	gerE	-1	TF
fadR	sigA	1	sigma factor
fadR	fadR	-1	TF+M
fadR	ccpA	-1	TF+PP+M
ylyA	sigG	1	sigma factor
ylyA	spoVT	1	TF
ftsW	yofA	1	TF
levF	sigL	1	sigma factor
levF	levR	1	TF+PTS
levF	ccpA	-1	TF+PP+M
serA	codY	0	TF+M
yhdJ	yhdI/YdeL	0	silico-TF+unk
araP	sigA	1	sigma factor
araP	ccpA	-1	TF+PP+M
araP	araR	-1	TF+M
ytkL	sigB	1	sigma factor
splA	sigG	1	sigma factor
splA	splA	-1	TF
yxdL	yxdJ	1	TF+TC
ytxJ	sigH	1	sigma factor
ytxJ	sigB	1	sigma factor
bioF	birA	-1	TF+P+M
rapE	sigH	1	sigma factor
rapE	sigA	1	sigma factor
rapE	comA	1	TF+TC
rapE	codY	-1	TF+M
alsR	alsR	0	TF+M
yokK	abrB	-1	TF
sirC	sigA	1	sigma factor
sirC	S-box-SAM	-1	
sirC	cymR	-1	TF+P+M
brnQ	azlB	-1	TF+unk
nagBB	ybgA	0	TF+M
pstC	phoP	1	TF+TC
ftsE	spo0A	-1	TF+PP
yqxM	sigA	1	sigma factor
yqxM	sinR	-1	TF
yqxM	abrB	-1	TF
yqxM	spo0A	1	TF+PP
rpmF	stringent response	-1	unk
ctaG	sigA	1	sigma factor
ctaG	resD	1	TF+TC
ctaG	ccpA	-1	TF+PP+M
ctaG	abrB	-1	TF
ctaG	abh	-1	TF
ymaB	sigA	1	sigma factor
ymaB	resD	1	TF+TC
ymaB	nrdR	0	silico-TF+M
sacA	sigA	1	sigma factor
sacA	sacT	1	P-AT+PTS
sacA	ccpA	-1	TF+PP+M
sacA	sacY	1	P-AT+PTS
ypuC	sigB	1	sigma factor
yvbW	T-box-LEU	0	RNA switch
pucH	sigA	1	sigma factor
pucH	sigE	1	sigma factor
pucH	tnrA	1	TF+P+M
pucH	pucR	1	TF+M
clpE	sigA	1	sigma factor
clpE	ctsR	-1	TF+unstability
alaS	T-box-ALA	0	RNA switch
yoxB	sigB	1	sigma factor
yxzE	sigW	1	sigma factor
yxzE	abrB	-1	TF
minC	sigM	1	sigma factor
minC	sigH	1	sigma factor
yhgE	yhgD	0	silico-TF+unk
rlmB	sigA	1	sigma factor
rlmB	T-box-CYS	1	RNA switch
sboA	sigA	1	sigma factor
sboA	rok	-1	TF
sboA	resD	1	TF+TC
sboA	abrB	-1	TF
ilvD	codY	-1	TF+M
acpA	sigA	1	sigma factor
acpA	fapR	-1	TF+M
yhcY	sigA	1	sigma factor
yhcY	sigE	1	sigma factor
yhcY	liaR	1	TF+TC
artP	ahrC	0	TF+M
bglH	sigA	1	sigma factor
bglH	licT	1	P-AT+PTS
bglH	ccpA	-1	TF+PP+M
ywqC	abrB	-1	TF
scpA	stringent response	-1	unk
fliG	sigD	1	sigma factor
fliG	sigA	1	sigma factor
fliG	spo0A	-1	TF+PP
fliG	codY	-1	TF+M
ssbA	stringent response	-1	unk
ssbA	comK	1	TF
ruvB	lexA	-1	TF-proteolyse
buk	sigL	1	sigma factor
buk	codY	-1	TF+M
buk	bkdR	1	TF+M
buk	tnrA	-1	TF+P+M
bceA	bceR	1	TF+TC
glcK	ccpA	0	TF+PP+M
yabR	sigE	1	sigma factor
yabR	sigX	1	sigma factor
yabR	sigW	1	sigma factor
yabR	spoIIID	-1	TF
yesR	yesS	0	TF+P+unk
yesR	ccpA	0	TF+PP+M
flhO	sigD	1	sigma factor
flhO	sigE	1	sigma factor
flhO	stringent response	-1	unk
menF	sigA	1	sigma factor
cotJC	sigE	1	sigma factor
cotJC	spoIIID	1	TF
ahpF	sigA	1	sigma factor
ahpF	perR	-1	TF+S
yqzE	sigA	1	sigma factor
yqzE	comK	1	TF
yqzE	comZ	-1	TF
groEL	sigA	1	sigma factor
groEL	hrcA	-1	TF+HrcA unstability
yvyE	spo0A	-1	TF+PP
nagA	sigA	1	sigma factor
nagA	nagR	-1	TF+M
nagA	ccpA	-1	TF+PP+M
ylxM	sigA	1	sigma factor
plsX	sigA	1	sigma factor
plsX	fapR	-1	TF+M
plsX	comA	1	TF+TC
rpsK	stringent response	-1	unk
cotP	sigK	1	sigma factor
cotP	gerE	-1	TF
ispE	sigE	1	sigma factor
thiE	sigA	1	sigma factor
bioI	birA	-1	TF+P+M
xkdA	lexA	-1	TF-proteolyse
yrbG	sigG	1	sigma factor
yrbG	sigE	1	sigma factor
yrbG	spoIIID	-1	TF
yesV	yesS	1	TF+P+unk
yesV	ccpA	0	TF+PP+M
yoqM	abrB	-1	TF
sdhB	sigA	1	sigma factor
sdhB	fsrA	-1	small regulatory RNA
sdhB	ccpA	-1	TF+PP+M
ytrF	sigA	1	sigma factor
ytrF	ytrA	-1	TF-M
yqaK	sknR	-1	TF
yjgB	sigB	1	sigma factor
cotX	sigK	1	sigma factor
cotX	gerE	1	TF
cotX	spoIIID	-1	TF
parC	lexA	-1	TF-proteolyse
ctsR	sigB	1	sigma factor
ctsR	sigA	1	sigma factor
ctsR	ctsR	-1	TF+unstability
codY	sigA	1	sigma factor
codY	codY	-1	TF+M
ykuL	sigA	1	sigma factor
ykuL	spo0A	1	TF+PP
ykuL	ccpA	-1	TF+PP+M
ykuL	ccpC	-1	 TF+M+DNA
spsJ	sigK	1	sigma factor
spsJ	sigE	1	sigma factor
spoIIID	sigE	1	sigma factor
yhjR	sigK	1	sigma factor
yhjR	sigE	1	sigma factor
yhjR	gerE	-1	TF
yybR	hypR	1	TF+S
ytnM	sigA	1	sigma factor
ytnM	ytlI	1	TF+M
ytnM	cymR	-1	TF+P+M
ytnM	spx	-1	TF+S
yvfT	yvfU	0	silico-TF+TC
yhjM	abrB	-1	TF
yhjM	ntdR	0	TF+M
tagB	sigA	1	sigma factor
tagB	walR	1	TF+TC
tagB	phoP	-1	TF+TC
spcB	stringent response	-1	unk
mtnX	sigA	1	sigma factor
mtnX	S-box-SAM	-1	
yknW	sigW	1	sigma factor
yknW	abrB	-1	TF
ywlF	tnrA	-1	TF+P+M
gpr	sigG	1	sigma factor
gpr	sigF	1	sigma factor
gpr	spoVT	-1	TF
gpr	rsfA	1	P
cotO	sigE	1	sigma factor
ssuC	sigA	1	sigma factor
ssuC	cymR	-1	TF+P+M
ssuC	spx	-1	TF+S
ytwI	sigK	1	sigma factor
slrR	sinR	-1	TF
slrR	abrB	-1	TF
slrR	abh	1	TF
gutR	ccpA	-1	TF+PP+M
gutR	gutR	0	TF+M
sumT	sigA	1	sigma factor
sumT	S-box-SAM	-1	
sumT	cymR	-1	TF+P+M
yoxC	sigB	1	sigma factor
ktrA	ydaO riboswitch	1	riboswitch
fosB	sigW	1	sigma factor
sleB	sigG	1	sigma factor
sleB	spoVT	-1	TF
yojJ	sigG	1	sigma factor
ykvI	sigE	1	sigma factor
ykvI	spoIIID	-1	TF
proI	T-box-PRO	1	RNA switch
yhcA	sigG	1	sigma factor
yhcA	comK	1	TF
ykzI	sigB	1	sigma factor
ykzI	sigK	1	sigma factor
folEB	sigA	1	sigma factor
folEB	zur	-1	TF+M
sirB	sigA	1	sigma factor
sirB	S-box-SAM	-1	
sirB	cymR	-1	TF+P+M
ydjH	sigW	1	sigma factor
ydjH	abrB	-1	TF
mtnE	sigA	1	sigma factor
iolG	sigA	1	sigma factor
iolG	iolR	-1	TF+M
iolG	ccpA	-1	TF+PP+M
gerBC	sigG	1	sigma factor
gerBC	spoVT	-1	TF
ygaN	sigA	1	sigma factor
ygaN	cymR	-1	TF+P+M
ygaN	spx	-1	TF+S
yrbE	degA	0	silico-TF+M
rplB	stringent response	-1	unk
asnH	codY	-1	TF+M
asnH	abrB	-1	TF
aprX	sigA	1	sigma factor
aprX	sigK	1	sigma factor
aprX	lexA	-1	TF-proteolyse
ogt	sigH	1	sigma factor
ogt	sigA	1	sigma factor
ogt	codY	0	TF+M
tsf	stringent response	-1	unk
argG	ahrC	-1	TF+M
yjcH	codY	0	TF+M
yozL	lexA	-1	TF-proteolyse
yuzL	sigA	1	sigma factor
yuzL	sdpR	1	TF+P
yuzL	fadR	-1	TF+M
yuzL	ccpA	-1	TF+PP+M
spoVAD	sigG	1	sigma factor
spoVAD	spoVT	1	TF
pdhA	sigA	1	sigma factor
pdhA	stringent response	-1	unk
comEB	sigA	1	sigma factor
comEB	comN	0	P-PTC
comEB	comK	1	TF
pabA	sigA	1	sigma factor
pabA	TRAP	-1	RNA-BAP
csbD	sigB	1	sigma factor
dhbF	sigA	1	sigma factor
dhbF	fur	-1	TF+M
dhbF	abrB	-1	TF
yfkD	sigB	1	sigma factor
yfkD	sigG	1	sigma factor
yaaI	sigB	1	sigma factor
ygxB	sigB	1	sigma factor
thiS	Thi-box	-1	riboswitch
thiS	tenI	-1	unk
yhcC	sigG	1	sigma factor
yhcC	comK	1	TF
yhfW	sigF	1	sigma factor
yonT	as-yonT	-1	antisense RNA
htpG	sigA	1	sigma factor
spoVB	sigE	1	sigma factor
spoVB	spoIIID	-1	TF
yhdB	sigE	1	sigma factor
yknZ	sigW	1	sigma factor
yknZ	abrB	-1	TF
thiT	Thi-box	-1	riboswitch
pbuE	A-box-ADE	1	riboswitch
yusN	sigG	1	sigma factor
yusN	spoVT	-1	TF
yitD	sigK	1	sigma factor
yitD	sigE	1	sigma factor
yitD	spoIIID	-1	TF
fruA	fruR	-1	unk
fruA	spo0A	-1	TF+PP
fruA	ccpA	-1	TF+PP+M
flhA	sigD	1	sigma factor
flhA	sigA	1	sigma factor
flhA	spo0A	-1	TF+PP
flhA	codY	-1	TF+M
trpP	sigA	1	sigma factor
trpP	TRAP	-1	RNA-BAP
yfkE	sigG	1	sigma factor
yfkE	sigB	1	sigma factor
oxdC	yvrI-YvrHa	1	sigma like factor
rsbRD	sigB	1	sigma factor
dctR	sigA	1	sigma factor
dctR	dctR	1	TF+TC
dctR	ccpA	-1	TF+PP+M
thiD	Thi-box	-1	riboswitch
thiD	tenI	-1	unk
resC	sigA	1	sigma factor
resC	resD	1	TF+TC
resC	phoP	1	TF+TC
resC	ccpA	-1	TF+PP+M
yfnG	sigK	1	sigma factor
yfnG	sigE	1	sigma factor
comER	sigE	1	sigma factor
fliR	sigD	1	sigma factor
fliR	sigA	1	sigma factor
fliR	spo0A	-1	TF+PP
fliR	codY	-1	TF+M
yrrS	sigF	1	sigma factor
yrrS	sigE	1	sigma factor
spo0F	sigH	1	sigma factor
spo0F	sigA	1	sigma factor
spo0F	spo0A	1	TF+PP
ycnK	ycnK	-1	TF+M
ycnK	abrB	-1	TF
bsaA	sigH	1	sigma factor
yrrT	sigA	1	sigma factor
yrrT	spx	1	TF+S
yrrT	cymR	-1	TF+P+M
yoxA	sigH	1	sigma factor
yoxA	sigB	1	sigma factor
pucB	sigA	1	sigma factor
pucB	tnrA	1	TF+P+M
pucB	pucR	1	TF+M
bacF	sigH	1	sigma factor
bacF	scoC	-1	TF
bacF	codY	-1	TF+M
bacF	abrB	-1	TF
yvgN	sigB	1	sigma factor
yvgN	sinR	-1	TF
nucA	comK	1	TF
phrE	sigH	1	sigma factor
phrE	sigA	1	sigma factor
phrE	comA	1	TF+TC
phrE	codY	-1	TF+M
phrE	ccpA	-1	TF+PP+M
phrE	abrB	-1	TF
ycgQ	sigM	1	sigma factor
yokL	abrB	-1	TF
liaS	sigA	1	sigma factor
liaS	liaR	1	TF+TC
liaS	abrB	-1	TF
yxaB	sigB	1	sigma factor
yxaB	abrB	-1	TF
yxzF	sigB	1	sigma factor
ymfH	mta	1	TF+M
dctS	sigA	1	sigma factor
dctS	dctR	1	TF+TC
dctS	ccpA	-1	TF+PP+M
yetO	sigE	1	sigma factor
ybxG	codY	0	TF+M
ycsG	sigK	1	sigma factor
ycsG	tnrA	1	TF+P+M
ycsG	kipR	-1	TF+unk
thiV	sigK	1	sigma factor
thiV	Thi-box	-1	riboswitch
yqfQ	sigK	1	sigma factor
menC	sigA	1	sigma factor
spsG	sigK	1	sigma factor
spsG	sigE	1	sigma factor
epsB	sigA	1	sigma factor
epsB	sigH	1	sigma factor
epsB	sinR	-1	TF
epsB	abrB	-1	TF
thiM	sigA	1	sigma factor
coaX	sigM	1	sigma factor
purD	sigA	1	sigma factor
purD	purR	-1	TF+M
purD	G-box-HXTX	1	riboswitch
purD	G-box-GUA	1	riboswitch
yokJ	abrB	-1	TF
yqjX	lexA	-1	TF-proteolyse
yuxL	sigH	1	sigma factor
rocC	sigL	1	sigma factor
rocC	rocR	1	TF+M
rocC	codY	-1	TF+M
rocC	ahrC	1	TF+M
rocC	abrB	-1	TF
yhcJ	sigK	1	sigma factor
yneF	spo0A	1	TF+PP
yneF	lexA	0	TF-proteolyse
ileS	T-box-ILE	1	RNA switch
gudP	ycbG	-1	TF+M
cotC	sigK	1	sigma factor
cotC	spoIIID	-1	TF
cotC	gerE	1	TF
ytrD	sigA	1	sigma factor
ytrD	ytrA	-1	TF-M
ybdN	abrB	-1	TF
yurZ	sigG	1	sigma factor
drm	sigA	1	sigma factor
drm	ccpA	-1	TF+PP+M
srfAD	sigA	1	sigma factor
srfAD	spx	-1	TF+S
