Name,Locus_tag,StartV3,EndV3,Strand,classif
yvaK,yvaK,BSU33620,3454221,3454967,-1,-
secG,secG,BSU33630,3455093,3455323,-1,-
yvaM,yvaM,BSU33640,3455472,3456242,1,-
yvzC,yvzC,BSU33650,3456282,3456515,-1,-
rghRA,rghRA,BSU33660,3456667,3457074,1,-
rghRB,rghRB,BSU33670,3457104,3457523,1,-
yvaP,yvaP,BSU33680,3457615,3457941,1,-
S1288,S1288,new_3457942_3458026,3457942,3458026,1,inter
yvaQ,yvaQ,BSU33690,3458066,3459766,1,-
S1289,S1289,new_3458782_3459775_c,3458782,3459775,-1,3'PT
opuBD,opuBD,BSU33700,3459806,3460486,-1,-
S1290,S1290,new_3460206_3462957,3460206,3462957,1,indep-Ext
opuBC,opuBC,BSU33710,3460503,3461423,-1,-
opuBB,opuBB,BSU33720,3461435,3462088,-1,-
opuBA,opuBA,BSU33730,3462105,3463250,-1,-
S1291,S1291,new_3463251_3463318_c,3463251,3463318,-1,5'
yvaV,yvaV,BSU33740,3463534,3464067,1,-
S1292,S1292,new_3463734_3464253_c,3463734,3464253,-1,indep-Ext
S1293,S1293,new_3464210_3464288,3464210,3464288,1,5'
sdpA,sdpA,BSU33750,3464289,3464765,1,-
sdpB,sdpB,BSU33760,3464762,3465733,1,-
S1294,S1294,new_3465665_3466067_c,3465665,3466067,-1,3'PT
spbC,spbC,BSU33770,3465776,3466387,1,-
S1295,S1295,new_3466069_3466155_c,3466069,3466155,-1,3'PT
S1296,S1296,new_3466157_3466342_c,3466157,3466342,-1,3'UTR
S1297,S1297,new_3466412_3467550,3466412,3467550,1,3'PT
sdpI,sdpI,BSU33780,3466434,3467057,-1,-
sdpR,sdpR,BSU33790,3467054,3467326,-1,-
S1298,S1298,new_3467393_3467541_c,3467393,3467541,-1,inter
opuCD,opuCD,BSU33800,3467546,3468235,-1,-
opuCC,opuCC,BSU33810,3468253,3469164,-1,-
opuCB,opuCB,BSU33820,3469184,3469837,-1,-
opuCA,opuCA,BSU33830,3469860,3471002,-1,-
yvbF,yvbF,BSU33840,3471266,3471823,1,-
S1299,S1299,new_3471824_3472588,3471824,3472588,1,inter
yvbG,yvbG,BSU33850,3471841,3472476,-1,-
yvbH,yvbH,BSU33860,3472626,3473240,1,-
yvbI,yvbI,BSU33870,3473372,3474070,1,-
yvbJ,yvbJ,BSU33880,3474106,3475923,-1,-
yvbK,yvbK,BSU33890,3476043,3476510,1,-
eno,eno,BSU33900,3476555,3477847,-1,-
pgm,pgm,BSU33910,3477877,3479412,-1,-
tpiA,tpiA,BSU33920,3479405,3480166,-1,-
pgk,pgk,BSU33930,3480197,3481381,-1,-
S1300,S1300,new_3481382_3481622_c,3481382,3481622,-1,5'
S1301,S1301,new_3481624_3481697_c,3481624,3481697,-1,inter
gapA,gapA,BSU33940,3481698,3482705,-1,-
cggR,cggR,BSU33950,3482752,3483774,-1,-
S1302,S1302,new_3483775_3483886_c,3483775,3483886,-1,5'
S1303,S1303,new_3483888_3483998_c,3483888,3483998,-1,5'
araE,araE,BSU33960,3484072,3485466,-1,-
araR,araR,BSU33970,3485604,3486758,1,-
yvbT,yvbT,BSU33980,3486807,3487817,-1,-
S1304,S1304,new_3487818_3487895_c,3487818,3487895,-1,5'
yvbU,yvbU,BSU33990,3487974,3488852,-1,-
cyeB,cyeB,BSU34000,3488952,3489869,1,-
yvbW,yvbW,BSU34010,3489910,3491253,-1,-
X.45,NA,BSU_misc_RNA_56,3491322,3491557,-1,-
S1305,S1305,new_3491558_3491654_c,3491558,3491654,-1,intra
yvbX,yvbX,BSU34020,3491655,3492689,-1,-
yvbY,yvbY,BSU34030,3492797,3493519,-1,-
yvfW,yvfW,BSU34040,3493519,3494958,-1,-
yvfV,yvfV,BSU34050,3494985,3495701,-1,-
S1306,S1306,new_3495702_3495768_c,3495702,3495768,-1,5'
yvfU,yvfU,BSU34060,3495876,3496478,-1,-
yvfT,yvfT,BSU34070,3496495,3497481,-1,-
yvfS,yvfS,BSU34080,3497614,3498351,-1,-
yvfR,yvfR,BSU34090,3498352,3499257,-1,-
rsbQ,rsbQ,BSU34100,3499541,3500350,1,-
rsbP,rsbP,BSU34110,3500386,3501597,1,-
ganB,ganB,BSU34120,3501651,3502940,-1,-
ganA,ganA,BSU34130,3503020,3505083,-1,-
ganQ,ganQ,BSU34140,3505102,3505953,-1,-
ganP,ganP,BSU34150,3505957,3507213,-1,-
cycB,cycB,BSU34160,3507253,3508518,-1,-
ganR,ganR,BSU34170,3508659,3509651,-1,-
S1307,S1307,new_3509781_3509830_c,3509781,3509830,-1,3'UTR
yvfI,yvfI,BSU34180,3509831,3510490,-1,-
S1308,S1308,new_3510491_3510596_c,3510491,3510596,-1,5'
S1309,S1309,new_3510674_3510779,3510674,3510779,1,5'
yvfH,yvfH,BSU34190,3510780,3512471,1,-
sigL,sigL,BSU34200,3512498,3513808,-1,-
S1310,S1310,new_3512501_3513571,3512501,3513571,1,3'PT
S1311,S1311,new_3513628_3513886,3513628,3513886,1,5'
yvfG,yvfG,BSU34210,3513887,3514105,1,-
epsO,epsO,BSU34220,3514115,3515083,-1,-
epsN,epsN,BSU34230,3515062,3516228,-1,-
epsM,epsM,BSU34240,3516233,3516883,-1,-
epsL,epsL,BSU34250,3516880,3517488,-1,-
epsK,epsK,BSU34265,3517485,3519002,-1,-
epsJ,epsJ,BSU34280,3518999,3520033,-1,-
epsI,epsI,BSU34290,3520030,3521106,-1,-
epsH,epsH,BSU34300,3521111,3522145,-1,-
epsG,epsG,BSU34310,3522170,3523273,-1,-
epsF,epsF,BSU34320,3523270,3524424,-1,-
epsE,epsE,BSU34330,3524417,3525253,-1,-
epsD,epsD,BSU34340,3525250,3526395,-1,-
epsC,epsC,BSU34350,3526407,3528203,-1,-
S1312,S1312,new_3528204_3528263_c,3528204,3528263,-1,5'
epsB,epsB,BSU34360,3528462,3529145,-1,-
epsA,epsA,BSU34370,3529151,3529855,-1,-
S1313,S1313,new_3529856_3529913_c,3529856,3529913,-1,5'
slrR,slrR,BSU34380,3530101,3530559,1,-
pnbA,pnbA,BSU34390,3530635,3532104,1,-
padC,padC,BSU34400,3532325,3532810,-1,-
yveG,yveG,BSU34410,3532833,3533120,-1,-
yveF,yveF,BSU34420,3533196,3533288,-1,-
racX,racX,BSU34430,3533419,3534102,-1,-
pbpE,pbpE,BSU34440,3534118,3535473,-1,-
S1314,S1314,new_3535821_3536011,3535821,3536011,1,5'
sacB,sacB,BSU34450,3536012,3537433,1,-
levB,levB,BSU34460,3537507,3539057,1,-
yveA,yveA,BSU34470,3539165,3540727,1,-
yvdT,yvdT,BSU34480,3540822,3541406,1,-
yvdS,yvdS,BSU34490,3541488,3541823,1,-
yvdR,yvdR,BSU34500,3541823,3542143,1,-
S1315,S1315,new_3542144_3542334,3542144,3542334,1,3'UTR
yvdQ,yvdQ,BSU34510,3542179,3542691,-1,-
S1316,S1316,new_3542806_3542942_c,3542806,3542942,-1,3'UTR
yvdP,yvdP,BSU34520,3542943,3544286,-1,-
cotR,cotR,BSU34530,3544642,3545604,1,-
S1317,S1317,new_3545605_3545858,3545605,3545858,1,3'Ext
trnQ.Arg,trnQ-Arg,BSU_tRNA_81,3545889,3545964,-1,-
S1318,S1318,new_3546111_3546186,3546111,3546186,1,5'
clpP,clpP,BSU34540,3546234,3546827,1,-
S1319,S1319,new_3546861_3547259,3546861,3547259,1,3'PT
pgcM,pgcM,BSU34550,3546873,3547553,-1,-
malL,malL,BSU34560,3547550,3549235,-1,-
malK,malK,BSU34570,3549228,3551501,-1,-
yvdJ,yvdJ,BSU34580,3551479,3552363,-1,-
mdxG,mdxG,BSU34590,3552369,3553205,-1,-
mdxF,mdxF,BSU34600,3553206,3554513,-1,-
mdxE,mdxE,BSU34610,3554553,3555806,-1,-
S1320,S1320,new_3555807_3555901_c,3555807,3555901,-1,intra
mdxD,mdxD,BSU34620,3555902,3557671,-1,-
mdxR,mdxR,BSU34630,3557784,3558734,-1,-
yvdD,yvdD,BSU34640,3558940,3559515,-1,-
yvdC,yvdC,BSU34650,3559632,3559952,1,-
yvdB,yvdB,BSU34660,3559979,3561571,-1,-
yvdA,yvdA,BSU34670,3561590,3562183,-1,-
yvcT,yvcT,BSU34680,3562566,3563543,1,-
yvcS,yvcS,BSU34690,3563581,3565521,-1,-
yvcR,yvcR,BSU34700,3565496,3566275,-1,-
S1321,S1321,new_3566276_3566357_c,3566276,3566357,-1,intra
yvcQ,yvcQ,BSU34710,3566358,3567428,-1,-
yvcP,yvcP,BSU34720,3567422,3568135,-1,-
S1322,S1322,new_3568195_3568456_c,3568195,3568456,-1,inter
yvzJ,yvzJ,BSU34729,3568282,3568491,1,-
yvcN,yvcN,BSU34730,3568527,3569291,-1,-
crh,crh,BSU34740,3569292,3569549,-1,-
whiA,whiA,BSU34750,3569573,3570523,-1,-
yvcK,yvcK,BSU34760,3570546,3571499,-1,-
yvcJ,yvcJ,BSU34770,3571501,3572388,-1,-
yvcI,yvcI,BSU34780,3572413,3572889,-1,-
S1323,S1323,new_3573056_3573206_c,3573056,3573206,-1,3'UTR
trxB,trxB,BSU34790,3573207,3574157,-1,-
S1324,S1324,new_3574158_3574245_c,3574158,3574245,-1,5'
S1325,S1325,new_3574247_3574338_c,3574247,3574338,-1,inter
S1326,S1326,new_3574321_3577707,3574321,3577707,1,indep
cwlO,cwlO,BSU34800,3574363,3575784,-1,-
S1327,S1327,new_3575785_3575982_c,3575785,3575982,-1,5'
yvcD,yvcD,BSU34810,3576165,3577619,-1,-
S1328,S1328,new_3577620_3577744_c,3577620,3577744,-1,intra
bmrA,bmrA,BSU34820,3577745,3579514,-1,-
S1329,S1329,new_3579515_3579589_c,3579515,3579589,-1,5'
yvzA,yvzA,BSU34830,3579679,3580038,-1,-
yvcB,yvcB,BSU34840,3580053,3581963,-1,-
yvcA,yvcA,BSU34850,3581965,3582690,-1,-
S1330,S1330,new_3582691_3582779_c,3582691,3582779,-1,5'
S1331,S1331,new_3582781_3582910_c,3582781,3582910,-1,inter
hisI,hisI,BSU34860,3582936,3583565,-1,-
hisF,hisF,BSU34870,3583562,3584320,-1,-
hisA,hisA,BSU34880,3584317,3585054,-1,-
hisH,hisH,BSU34890,3585051,3585689,-1,-
hisB,hisB,BSU34900,3585690,3586274,-1,-
hisD,hisD,BSU34910,3586271,3587554,-1,-
hisG,hisG,BSU34920,3587551,3588192,-1,-
hisZ,hisZ,BSU34930,3588185,3589360,-1,-
S1332,S1332,new_3589361_3589438_c,3589361,3589438,-1,5'
yvpB,yvpB,BSU34940,3589611,3590363,1,-
S1333,S1333,new_3590364_3590602,3590364,3590602,1,intra
pelC,pelC,BSU34950,3590603,3591268,1,-
yvoF,yvoF,BSU34960,3591288,3591806,-1,-
ppaX,ppaX,BSU34970,3591810,3592460,-1,-
yvoD,yvoD,BSU34980,3592457,3593395,-1,-
lgt,lgt,BSU34990,3593419,3594228,-1,-
hprK,hprK,BSU35000,3594242,3595174,-1,-
nagA,nagA,BSU35010,3595356,3596546,1,-
nagBA,nagBA,BSU35020,3596543,3597271,1,-
yvoA,yvoA,BSU35030,3597289,3598020,1,-
yvnB,yvnB,BSU35040,3598040,3601909,-1,-
yvnA,yvnA,BSU35050,3602074,3602547,1,-
S1334,S1334,new_3602548_3602655,3602548,3602655,1,inter
cypX,cypX,BSU35060,3602588,3603805,-1,-
S1335,S1335,new_3602657_3602942,3602657,3602942,1,indep
yvmC,yvmC,BSU35070,3603821,3604567,-1,-
S1336,S1336,new_3604568_3604754_c,3604568,3604754,-1,5'
S1337,S1337,new_3604923_3604992,3604923,3604992,1,5'
yvmB,yvmB,BSU35080,3604993,3605502,1,-
S1338,S1338,new_3605398_3606736_c,3605398,3606736,-1,3'UTR
yvmA,yvmA,BSU35090,3605523,3606734,1,-
yvlD,yvlD,BSU35100,3606762,3607121,-1,-
S1339,S1339,new_3606777_3607493,3606777,3607493,1,3'PT
yvlC,yvlC,BSU35110,3607123,3607320,-1,-
yvlB,yvlB,BSU35120,3607325,3608422,-1,-
yvlA,yvlA,BSU35130,3608447,3608773,-1,-
S1340,S1340,new_3608843_3609333_c,3608843,3609333,-1,5'
yvkN,yvkN,BSU35140,3608991,3609221,1,-
yvzB,yvzB,BSU35150,3609420,3609902,-1,-
S1341,S1341,new_3609903_3610036_c,3609903,3610036,-1,inter
uvrA,uvrA,BSU35160,3610064,3612937,-1,-
uvrB,uvrB,BSU35170,3612945,3614930,-1,-
S1342,S1342,new_3614978_3615063_c,3614978,3615063,-1,inter
csbA,csbA,BSU35180,3615116,3615346,-1,-
S1343,S1343,new_3615385_3615449_c,3615385,3615449,-1,5'
yvkC,yvkC,BSU35190,3615793,3618288,1,-
yvkB,yvkB,BSU35200,3618364,3618933,1,-
yvkA,yvkA,BSU35210,3618964,3620298,1,-
minJ,minJ,BSU35220,3620346,3621539,-1,-
S1344,S1344,new_3621540_3621617_c,3621540,3621617,-1,intra
swrAA,swrAA,BSU35230,3621618,3621956,-1,-
swrAA.1,swrAA,BSU35239,3621931,3622047,-1,-
S1345,S1345,new_3622048_3622137_c,3622048,3622137,-1,5'
S1346,S1346,new_3622139_3622219_c,3622139,3622219,-1,5'
ctpB,ctpB,BSU35240,3622356,3623798,-1,-
ftsX,ftsX,BSU35250,3623938,3624828,-1,-
ftsE,ftsE,BSU35260,3624821,3625507,-1,-
S1347,S1347,new_3625508_3625640_c,3625508,3625640,-1,5'
cccB,cccB,BSU35270,3625741,3626079,-1,-
yvjA,yvjA,BSU35280,3626128,3626973,-1,-
prfB,prfB,BSU35290,3627139,3628240,-1,-
S1348,S1348,new_3628241_3628309_c,3628241,3628309,-1,intra
secA,secA,BSU35300,3628310,3630835,-1,-
S1349,S1349,new_3630836_3630916_c,3630836,3630916,-1,5'
yvyD,yvyD,BSU35310,3631003,3631572,-1,-
S1350,S1350,new_3631609_3631729_c,3631609,3631729,-1,5'
yvzG,yvzG,BSU35319,3631763,3632140,-1,-
fliT,fliT,BSU35320,3632150,3632491,-1,-
fliS,fliS,BSU35330,3632488,3632889,-1,-
fliD,fliD,BSU35340,3632911,3634407,-1,-
yvyC,yvyC,BSU35350,3634425,3634754,-1,-
S1351,S1351,new_3634793_3634897_c,3634793,3634897,-1,5'
hag,hag,BSU35360,3634987,3635901,-1,-
S1352,S1352,new_3635902_3636010_c,3635902,3636010,-1,5'
csrA,csrA,BSU35370,3636046,3636270,-1,-
fliW,fliW,BSU35380,3636264,3636695,-1,-
yviE,yviE,BSU35390,3636716,3637291,-1,-
flgL,flgL,BSU35400,3637338,3638234,-1,-
flgK,flgK,BSU35410,3638245,3639768,-1,-
yvyG,yvyG,BSU35420,3639787,3640269,-1,-
flgM,flgM,BSU35430,3640285,3640551,-1,-
S1353,S1353,new_3640552_3640631_c,3640552,3640631,-1,intra
yvyF,yvyF,BSU35440,3640632,3641051,-1,-
comFC,comFC,BSU35450,3641125,3641814,-1,-
comFB,comFB,BSU35460,3641811,3642107,-1,-
comFA,comFA,BSU35470,3642167,3643558,-1,-
yviA,yviA,BSU35480,3643664,3644509,-1,-
S1354,S1354,new_3643957_3645689,3643957,3645689,1,indep-Ext
degU,degU,BSU35490,3644607,3645296,-1,-
S1355,S1355,new_3645297_3645378_c,3645297,3645378,-1,intra
degS,degS,BSU35500,3645379,3646536,-1,-
S1356,S1356,new_3646537_3646664_c,3646537,3646664,-1,5'
S1357,S1357,new_3646613_3646699,3646613,3646699,1,5'
yvyE,yvyE,BSU35510,3646753,3647406,1,-
S1358,S1358,new_3647109_3647701_c,3647109,3647701,-1,indep-Ext
yvhJ,yvhJ,BSU35520,3647406,3648581,1,-
tagO,tagO,BSU35530,3648654,3649730,-1,-
S1359,S1359,new_3648747_3649980,3648747,3649980,1,indep-Ext
S1360,S1360,new_3649731_3649813_c,3649731,3649813,-1,5'
tuaH,tuaH,BSU35540,3649875,3651068,-1,-
tuaG,tuaG,BSU35550,3651097,3651855,-1,-
tuaF,tuaF,BSU35560,3651879,3652559,-1,-
tuaE,tuaE,BSU35570,3652588,3654054,-1,-
S1361,S1361,new_3654055_3654138_c,3654055,3654138,-1,intra
tuaD,tuaD,BSU35580,3654139,3655524,-1,-
tuaC,tuaC,BSU35590,3655586,3656755,-1,-
tuaB,tuaB,BSU35600,3656752,3658203,-1,-
tuaA,tuaA,BSU35609,3658259,3658408,-1,-
tuaA.1,tuaA,BSU35610,3658407,3658892,-1,-
lytC,lytC,BSU35620,3659119,3660609,-1,-
lytB,lytB,BSU35630,3660648,3662765,-1,-
lytA,lytA,BSU35640,3662789,3663097,-1,-
lytR,lytR,BSU35650,3663281,3664201,1,-
mnaA,mnaA,BSU35660,3664241,3665383,-1,-
S1362,S1362,new_3665533_3665628,3665533,3665628,1,5'
gtaB,gtaB,BSU35670,3665629,3666507,1,-
S1363,S1363,new_3666508_3667599,3666508,3667599,1,3'Ext
S1364,S1364,new_3666577_3666932_c,3666577,3666932,-1,3'Ext
yvzH,yvzH,BSU35679,3666933,3667016,-1,-
S1365,S1365,new_3667017_3667208_c,3667017,3667208,-1,intra
ggaB,ggaB,BSU35680,3667209,3669911,-1,-
S1366,S1366,new_3669912_3670034_c,3669912,3670034,-1,intra
S1367,S1367,new_3669959_3672791,3669959,3672791,1,5'
ggaA,ggaA,BSU35690,3670035,3671375,-1,-
yvzI,yvzI,BSU35698,3671416,3671622,-1,-
S1368,S1368,new_3671623_3672496_c,3671623,3672496,-1,5'
S1369,S1369,new_3672498_3672737_c,3672498,3672737,-1,5'
S1370,S1370,new_3672793_3672923,3672793,3672923,1,5'
yvzE,yvzE,BSU35699,3672929,3673525,1,-
tagH,tagH,BSU35700,3673564,3675147,-1,-
tagG,tagG,BSU35710,3675167,3675994,-1,-
S1371,S1371,new_3675995_3676059_c,3675995,3676059,-1,5'
S1372,S1372,new_3676061_3676158_c,3676061,3676158,-1,inter
tagF,tagF,BSU35720,3676159,3678399,-1,-
tagE,tagE,BSU35730,3678399,3680420,-1,-
S1373,S1373,new_3680421_3680580_c,3680421,3680580,-1,intra
tagD,tagD,BSU35740,3680581,3680970,-1,-
S1374,S1374,new_3680971_3681105_c,3680971,3681105,-1,5'
S1375,S1375,new_3681277_3681369,3681277,3681369,1,5'
tagA,tagA,BSU35750,3681370,3682140,1,-
S1376,S1376,new_3681497_3681845_c,3681497,3681845,-1,indep-Ext
tagB,tagB,BSU35760,3682173,3683318,1,-
tagC,tagC,BSU35770,3683438,3684766,1,-
lytD,lytD,BSU35780,3684826,3687468,-1,-
yvyI,yvyI,BSU35790,3687597,3688547,-1,-
S1377,S1377,new_3688579_3688715_c,3688579,3688715,-1,5'
gerBA,gerBA,BSU35800,3688812,3690263,1,-
gerBB,gerBB,BSU35810,3690269,3691375,1,-
gerBC,gerBC,BSU35820,3691372,3692496,1,-
S1378,S1378,new_3691599_3692493_c,3691599,3692493,-1,3'PT
ywtG,ywtG,BSU35830,3692533,3693906,-1,-
S1379,S1379,new_3693907_3693970_c,3693907,3693970,-1,5'
S1380,S1380,new_3694080_3694200,3694080,3694200,1,5'
ywtF,ywtF,BSU35840,3694239,3695207,1,-
S1381,S1381,new_3695280_3695362,3695280,3695362,1,5'
ywtE,ywtE,BSU35850,3695363,3696223,1,-
pgdS,pgdS,BSU35860,3696257,3697498,-1,-
pgsE,pgsE,BSU35870,3697639,3697806,-1,-
pgsA.1,pgsA,BSU35880,3697821,3698963,-1,-
pgsC,pgsC,BSU35890,3698982,3699431,-1,-
S1382,S1382,new_3699152_3701361,3699152,3701361,1,5'
pgsB,pgsB,BSU35900,3699446,3700627,-1,-
rbsR,rbsR,BSU35910,3701411,3702391,1,-
rbsK,rbsK,BSU35920,3702393,3703274,1,-
rbsD,rbsD,BSU35930,3703271,3703666,1,-
rbsA,rbsA,BSU35940,3703682,3705163,1,-
rbsC,rbsC,BSU35950,3705165,3706133,1,-
rbsB,rbsB,BSU35960,3706145,3707062,1,-
ywsB,ywsB,BSU35970,3707144,3707680,1,-
S1383,S1383,new_3707708_3707818,3707708,3707818,1,inter
ywsA,ywsA,BSU35980,3707836,3708132,1,-
S1384,S1384,new_3708133_3708785,3708133,3708785,1,3'UTR
ywrO,ywrO,BSU35990,3708172,3708699,-1,-
alsD,alsD,BSU36000,3708799,3709566,-1,-
alsS,alsS,BSU36010,3709628,3711340,-1,-
alsR,alsR,BSU36020,3711498,3712406,1,-
S1385,S1385,new_3712484_3712616,3712484,3712616,1,5'
ywrK,ywrK,BSU36030,3712617,3713945,1,-
ywrJ,ywrJ,BSU36040,3714002,3714679,-1,-
cotB,cotB,BSU36050,3714739,3715881,-1,-
S1386,S1386,new_3715928_3716008_c,3715928,3716008,-1,inter
cotH,cotH,BSU36060,3716009,3717097,-1,-
S1387,S1387,new_3717098_3717211_c,3717098,3717211,-1,5'
cotG,cotG,BSU36070,3717238,3717825,1,-
S1388,S1388,new_3717709_3717906_c,3717709,3717906,-1,indep
ywrF,ywrF,BSU36080,3717999,3718616,1,-
S1389,S1389,new_3718617_3718717,3718617,3718717,1,3'UTR
ywrE,ywrE,BSU36090,3718794,3719129,1,-
ywrD,ywrD,BSU36100,3719134,3720711,-1,-
S1390,S1390,new_3719173_3720884,3719173,3720884,1,inter
ywrC,ywrC,BSU36110,3720925,3721401,1,-
ywrB,ywrB,BSU36120,3721415,3722008,1,-
ywrA,ywrA,BSU36130,3722005,3722541,1,-
ywqO,ywqO,BSU36140,3722568,3722789,-1,-
ywqN,ywqN,BSU36150,3722786,3723331,-1,-
ywqM,ywqM,BSU36160,3723454,3724335,1,-
ywqL,ywqL,BSU36170,3724420,3725136,-1,-
ywqK,ywqK,BSU36180,3725146,3725610,-1,-
ywqJ,ywqJ,BSU36190,3725600,3727408,-1,-
ywqI,ywqI,BSU36200,3727427,3727687,-1,-
ywqH,ywqH,BSU36210,3727697,3728119,-1,-
S1391,S1391,new_3728120_3728202_c,3728120,3728202,-1,5'
S1392,S1392,new_3728379_3728510_c,3728379,3728510,-1,3'UTR
ywqG,ywqG,BSU36220,3728511,3729296,-1,-
S1393,S1393,new_3729297_3729412_c,3729297,3729412,-1,5'
ywqF,ywqF,BSU36230,3729488,3730810,-1,-
S1394,S1394,new_3730846_3730971_c,3730846,3730971,-1,5'
ywqE,ywqE,BSU36240,3731005,3731769,-1,-
ptkA,ptkA,BSU36250,3731822,3732535,-1,-
ywqC,ywqC,BSU36260,3732525,3733271,-1,-
ywzD,ywzD,BSU36269,3733505,3733648,-1,-
S1395,S1395,new_3733649_3733734_c,3733649,3733734,-1,5'
S1396,S1396,new_3733736_3733966_c,3733736,3733966,-1,5'
ywqB,ywqB,BSU36270,3733852,3735462,1,-
S1397,S1397,new_3733968_3734142_c,3733968,3734142,-1,5'
ywqA,ywqA,BSU36280,3735449,3738217,1,-
ywpJ,ywpJ,BSU36290,3738343,3739200,-1,-
glcR,glcR,BSU36300,3739206,3739982,-1,-
S1398,S1398,new_3740032_3740104_c,3740032,3740104,-1,inter
S1399,S1399,new_3740106_3740205_c,3740106,3740205,-1,3'UTR
ssbB,ssbB,BSU36310,3740206,3740547,-1,-
ywpG,ywpG,BSU36320,3740624,3741007,-1,-
ywpF,ywpF,BSU36330,3741182,3741592,1,-
S1400,S1400,new_3741593_3741676,3741593,3741676,1,3'UTR
ywpE,ywpE,BSU36340,3741732,3742040,-1,-
ywpD,ywpD,BSU36350,3742384,3743220,1,-
mscL,mscL,BSU36360,3743267,3743659,-1,-
fabZ,fabZ,BSU36370,3743732,3744157,-1,-
S1401,S1401,new_3744236_3744320_c,3744236,3744320,-1,5'
S1402,S1402,new_3744322_3745406_c,3744322,3745406,-1,inter
rapD,rapD,BSU36380,3744349,3745413,1,-
S1403,S1403,new_3745414_3746298,3745414,3746298,1,3'Ext
flhP,flhP,BSU36390,3745436,3746245,-1,-
flhO,flhO,BSU36400,3746279,3747091,-1,-
S1404,S1404,new_3747092_3747171_c,3747092,3747171,-1,5'
mbl,mbl,BSU36410,3747254,3748255,-1,-
S1405,S1405,new_3748336_3748420_c,3748336,3748420,-1,inter
spoIIID,spoIIID,BSU36420,3748421,3748702,-1,-
usd,usd,BSU36430,3748717,3748827,-1,-
ywoH,ywoH,BSU36440,3749052,3749465,1,-
ywoG,ywoG,BSU36450,3749487,3750677,1,-
ywoF,ywoF,BSU36460,3750768,3752174,-1,-
pucI,pucI,BSU36470,3752280,3753752,-1,-
ywoD,ywoD,BSU36480,3753933,3755291,-1,-
ywoC,ywoC,BSU36490,3755291,3755860,-1,-
ywoB,ywoB,BSU36500,3756044,3756508,-1,-
amtB,amtB,BSU36510,3756790,3758004,1,-
glnK,glnK,BSU36520,3758016,3758366,1,-
bcrC,bcrC,BSU36530,3758547,3759128,1,-
ywnJ,ywnJ,BSU36540,3759169,3759591,-1,-
spoIIQ,spoIIQ,BSU36550,3759702,3760553,-1,-
S1406,S1406,new_3760210_3760556,3760210,3760556,1,5'
S1407,S1407,new_3760558_3760693,3760558,3760693,1,5'
ywnH,ywnH,BSU36560,3760694,3761185,1,-
S1408,S1408,new_3761046_3761954_c,3761046,3761954,-1,3'PT
ywnG,ywnG,BSU36570,3761182,3761700,1,-
ywnF,ywnF,BSU36580,3761987,3762421,-1,-
S1409,S1409,new_3762479_3762776_c,3762479,3762776,-1,5'
S1410,S1410,new_3762583_3762663,3762583,3762663,1,5'
clsA,clsA,BSU36590,3762664,3764112,1,-
S1411,S1411,new_3762778_3763121_c,3762778,3763121,-1,5'
mta,mta,BSU36600,3764133,3764906,-1,-
ywnC,ywnC,BSU36610,3765051,3765434,1,-
ywnB,ywnB,BSU36620,3765469,3766110,-1,-
ywnA,ywnA,BSU36630,3766178,3766579,-1,-
S1412,S1412,new_3766640_3766713_c,3766640,3766713,-1,inter
ureC,ureC,BSU36640,3766714,3768423,-1,-
ureB,ureB,BSU36650,3768420,3768794,-1,-
ureA,ureA,BSU36660,3768791,3769108,-1,-
S1413,S1413,new_3769109_3769193_c,3769109,3769193,-1,5'
S1414,S1414,new_3769195_3769288_c,3769195,3769288,-1,inter
ywzE,ywzE,BSU36668,3769289,3769453,-1,-
S1415,S1415,new_3769454_3769625_c,3769454,3769625,-1,intra
ywzF,ywzF,BSU36669,3769626,3769808,-1,-
S1416,S1416,new_3769809_3769955_c,3769809,3769955,-1,5'
S1417,S1417,new_3769957_3770070_c,3769957,3770070,-1,inter
csbD,csbD,BSU36670,3770104,3770292,-1,-
ywmF,ywmF,BSU36680,3770365,3770865,-1,-
rapB,rapB,BSU36690,3771000,3772133,-1,-
moaA,moaA,BSU36700,3772325,3773350,-1,-
fdhD,fdhD,BSU36710,3773366,3774154,-1,-
S1418,S1418,new_3774188_3774399_c,3774188,3774399,-1,inter
ywmE,ywmE,BSU36720,3774400,3774561,-1,-
ywmD,ywmD,BSU36730,3774655,3775329,-1,-
ywmC,ywmC,BSU36740,3775653,3776336,-1,-
spoIID,spoIID,BSU36750,3776722,3777753,-1,-
S1419,S1419,new_3777796_3777913_c,3777796,3777913,-1,inter
S1420,S1420,new_3777872_3780532,3777872,3780532,1,5'
murAA,murAA,BSU36760,3777949,3779259,-1,-
ywmB,ywmB,BSU36770,3779293,3780033,-1,-
S1421,S1421,new_3780034_3780161_c,3780034,3780161,-1,intra
ywzB,ywzB,BSU36780,3780162,3780392,-1,-
S1422,S1422,new_3780393_3780655_c,3780393,3780655,-1,5'
ywmA,ywmA,BSU36790,3780562,3781035,1,-
S1423,S1423,new_3780657_3781040_c,3780657,3781040,-1,inter
atpC,atpC,BSU36800,3781069,3781467,-1,-
atpD,atpD,BSU36810,3781491,3782912,-1,-
atpG,atpG,BSU36820,3782938,3783801,-1,-
S1424,S1424,new_3783802_3783877_c,3783802,3783877,-1,intra
atpA,atpA,BSU36830,3783878,3785386,-1,-
